15:43:16:613;12,979;16,79618;153,0692;0;0
15:43:16:644;12,67372;16,03614;154,4728;0;0,003074408
15:43:16:672;12,56194;14,3627;149,613;0;-0,0118733
15:43:16:690;12,52358;15,65124;151,9652;0;-0,001204371
15:43:16:710;12,66236;16,12709;152,4479;0;-0,001006305
15:43:16:726;12,66889;15,51148;149,4489;0;-0,009112835
15:43:16:745;12,6849;16,05851;153,1098;0;0,003065228
15:43:16:762;12,46021;15,60742;150,4791;0;-0,009174645
15:43:16:779;12,36214;15,27132;149,1322;0;-0,01263064
15:43:16:795;12,76268;14,53539;152,8409;0;2,318621E-05
15:43:16:815;13,1942;16,07643;155,8649;0;0,009115577
15:43:16:831;13,40385;16,81291;157,797;0;0,02159727
15:43:16:847;12,69641;15,91079;153,8222;0;0,004292667
15:43:16:862;12,39491;16,00594;148,7137;0;-0,01590562
15:43:16:878;12,97455;16,56746;154,7532;0;0,006139636
15:43:16:895;12,96074;16,54631;153,9355;0;0,005323648
15:43:16:912;12,70745;15,7424;150,7987;0;-0,007953107
15:43:16:929;12,9141;15,67703;154,0691;0;0,001061916
15:43:16:946;12,82225;15,26822;155,9257;0;0,007676065
15:43:16:963;12,56274;15,22565;152,4092;0;-0,001270592
15:43:16:981;12,6848;15,2865;152,5317;0;-0,009655595
15:43:16:996;12,90831;16,33363;156,2278;0;0,01278663
15:43:17:012;12,86811;17,04591;158,0618;0;0,01389152
15:43:17:029;12,66824;15,1526;150,2192;0;-0,007395983
15:43:17:045;12,52787;16,23773;152,7919;0;-0,003739655
15:43:17:062;12,93383;16,41895;153,8417;0;-0,0006323457
15:43:17:079;13,15724;15,51172;153,4986;0;0,005823553
15:43:17:120;13,09813;16,51541;153,0342;0;-0,001413941
15:43:17:136;12,8105;16,40931;153,86;0;0,007006824
15:43:17:153;13,38422;17,48497;157,4165;0;0,01765668
15:43:17:170;13,08046;16,46619;153,3866;0;0,006566226
15:43:17:186;12,8565;16,54614;152,7599;0;0,003980398
15:43:17:203;13,3022;16,29452;150,5089;0;-0,005801141
15:43:17:220;12,96527;16,43111;153,7017;0;-0,001436532
15:43:17:237;12,74291;16,09645;154,4806;0;0,005242467
15:43:17:253;12,26447;15,69293;150,024;0;-0,01400208
15:43:17:270;12,47844;14,67636;151,6061;0;-0,007883966
15:43:17:287;13,10421;15,08083;151,4397;0;-0,00627619
15:43:17:304;13,14575;15,56354;151,1595;0;-0,001562774
15:43:17:320;13,423;17,5494;158,84;0;0,0185324
15:43:17:337;12,8715;17,23719;155,3354;0;0,007091999
15:43:17:353;12,60961;15,99601;152,9075;0;-0,001008928
15:43:17:370;12,76801;15,7513;150,8434;0;-0,005861819
15:43:17:386;13,05924;17,04359;155,0671;0;0,005760729
15:43:17:403;12,68584;15,37978;151,1644;0;-0,007494509
15:43:17:419;13,07226;17,60732;157,362;0;0,01204181
15:43:17:436;12,57408;16,07647;149,9008;0;-0,008556187
15:43:17:453;12,69311;15,60491;150,1216;0;-0,01018733
15:43:17:470;12,4483;15,64107;150,2646;0;-0,007811785
15:43:17:486;12,44405;15,90523;152,2544;0;-0,0002397895
15:43:17:503;12,63115;16,4256;153,5787;0;-0,001585782
15:43:17:520;12,712;15,46396;153,5033;0;-0,001771986
15:43:17:537;12,76045;16,13791;152,0177;0;-0,00202024
15:43:17:553;13,56853;16,83168;157,7007;0;0,01888818
15:43:17:570;12,9154;16,81303;154,4561;0;0,009325266
15:43:17:587;12,95593;16,25817;158,2302;0;0,01735127
15:43:17:603;13,02962;16,81119;151,5071;0;-0,007862508
15:43:17:619;13,03404;16,45404;152,9404;0;0,0008026958
15:43:17:637;13,12928;16,45496;153,1767;0;-9,119511E-05
15:43:17:652;13,18001;16,50517;156,6967;0;0,0131582
15:43:17:670;12,73481;16,11734;153,7234;0;0,003455758
15:43:17:688;12,32623;15,54686;151,7993;0;-0,009316385
15:43:17:703;13,28255;16,02872;161,7383;0;0,02673531
15:43:17:720;12,5701;15,80833;152,3722;0;-0,003637552
15:43:17:737;12,83318;16,22036;150,2819;0;-0,008911669
15:43:17:754;12,94982;15,75555;153,3835;0;0,002242744
15:43:17:770;12,74774;15,00772;149,2206;0;-0,0153414
15:43:17:787;13,08242;16,08914;153,809;0;0,003718734
15:43:17:825;12,8194;15,19655;150,0461;0;-0,005426824
15:43:17:847;12,64055;15,85807;150,9551;0;-0,00398612
15:43:17:867;12,963;15,57822;149,271;0;-0,005680025
15:43:17:901;13,20527;16,56446;153,5898;0;0,006812096
15:43:17:930;12,93332;15,06355;155,6535;0;0,009356678
15:43:17:950;13,12731;16,55759;157,3363;0;0,01213783
15:43:17:969;13,40679;17,83101;158,8712;0;0,02114463
15:43:17:987;12,92879;15,92737;154,3658;0;0,00661248
15:43:18:003;13,19308;15,46542;154,3645;0;0,006201982
15:43:18:020;12,50013;15,21933;151,2028;0;-0,01132405
15:43:18:036;12,84867;15,21268;153,3418;0;-0,0002371669
15:43:18:053;12,6022;16,78365;150,7799;0;-0,006036699
15:43:18:069;12,89814;15,33112;154,378;0;0,00788331
15:43:18:088;13,07358;16,47264;152,8862;0;-0,0005118251
15:43:18:105;12,87379;16,10758;155,1378;0;0,007481158
15:43:18:122;12,32071;15,09734;151,153;0;-0,01555598
15:43:18:140;13,01771;15,6684;152,3364;0;0,002045333
15:43:18:156;13,17129;16,03661;150,3184;0;-0,009372115
15:43:18:172;12,64696;15,97294;150,7705;0;-0,004049361
15:43:18:187;12,53397;16,75856;149,1608;0;-0,01223093
15:43:18:203;13,3189;15,88958;154,1754;0;0,006563723
15:43:18:219;12,6699;16,13711;154,6689;0;0,004329741
15:43:18:236;12,67527;15,68392;149,8239;0;-0,01195878
15:43:18:252;13,07313;16,67721;152,7828;0;0,002260447
15:43:18:269;12,37488;15,32742;149,9842;0;-0,01405174
15:43:18:286;12,2645;14,55822;147,456;0;-0,02092552
