20:47:16:068;0,663101147253144;327,663101147253
20:47:16:092;0,931052606333651;327,931052606334
20:47:16:105;1,54960186068928;328,549601860689
20:47:16:122;0,92834475110493;327,928344751105
20:47:16:137;2,72949675028741;324,270503249713
20:47:16:154;0,792011439213354;327,792011439213
20:47:16:171;0,994968036721616;327,994968036722
20:47:16:187;1,15268945546035;325,84731054454
20:47:16:203;0,271785015963189;327,271785015963
20:47:16:237;0,597762859554621;327,597762859555
20:47:16:266;0,694797333055135;327,694797333055
20:47:16:283;0,68260644676252;327,682606446763
20:47:16:299;0,679054493797594;327,679054493798
20:47:16:316;0,554503448246464;327,554503448246
20:47:16:332;1,02966896598309;328,029668965983
20:47:16:349;0,512118010510619;327,512118010511
20:47:16:366;1,38712341007511;328,387123410075
20:47:16:383;1,41351637624564;328,413516376246
20:47:16:416;1,59534882093806;328,595348820938
20:47:16:433;0,472879020721734;327,472879020722
20:47:16:450;0,0620001659409013;326,937999834059
20:47:16:466;0,385884949317472;327,385884949317
20:47:16:483;0,473691131203339;327,473691131203
20:47:16:499;1,22978038959735;328,229780389597
20:47:16:516;1,10559011423663;328,105590114237
20:47:16:532;3,56977783837112;323,430222161629
20:47:16:549;0,64723470511808;327,647234705118
20:47:16:583;0,615889683675277;327,615889683675
20:47:16:599;0,846731872310727;327,846731872311
20:47:16:616;1,15802273118283;328,158022731183
20:47:16:633;1,20935087008888;328,209350870089
20:47:16:649;1,38554464449777;328,385544644498
20:47:16:666;0,465955673055305;327,465955673055
20:47:16:683;1,60761599668928;328,607615996689
20:47:16:700;1,03272769301662;328,032727693017
20:47:16:716;0,801810183194107;327,801810183194
20:47:16:782;1,60223404642369;328,602234046424
20:47:16:799;2,48298587702152;329,482985877022
20:47:16:816;2,03382177419326;329,033821774193
20:47:16:833;2,06961028821621;329,069610288216
20:47:16:849;2,15480259218873;329,154802592189
20:47:16:866;1,77176815720202;328,771768157202
20:47:16:932;10,5993144051315;337,599314405132
20:47:16:949;8,38974394565935;335,389743945659
20:47:16:966;2,68426976138539;329,684269761385
20:47:16:982;1,58430550955103;328,584305509551
20:47:16:999;0,0348060711331755;327,034806071133
20:47:17:015;1,7847095608451;328,784709560845
20:47:17:149;2,36861239712562;329,368612397126
20:47:17:165;1,74060756560391;325,259392434396
20:47:17:182;0,609206021451257;326,390793978549
20:47:17:249;8,48691484179386;318,513085158206
20:47:17:282;11,7799193109868;315,220080689013
20:47:17:299;10,3235262092713;316,676473790729
20:47:17:315;3,06462517817732;323,935374821823
20:47:17:349;8,44599186033759;318,554008139662
20:47:17:366;9,52957012231536;317,470429877685
20:47:17:399;10,0902494206806;316,909750579319
20:47:17:415;8,46569850340671;318,534301496593
20:47:17:432;2,75740509006943;324,242594909931
20:47:17:465;4,93501444065106;322,064985559349
20:47:17:482;1,07171238481442;325,928287615186
20:47:17:499;0,861994524926558;326,138005475073
20:47:17:515;0,0616079742578677;327,061607974258
20:47:17:532;0,343096431594802;327,343096431595
20:47:17:549;0,743981075252975;327,743981075253
20:47:17:565;0,269948875430373;326,73005112457
20:47:17:615;1,86664011348995;328,86664011349
20:47:17:632;2,45965512166595;329,459655121666
20:47:17:649;2,34134996827413;329,341349968274
20:47:17:665;3,17419950212332;330,174199502123
20:47:17:682;3,71600107478304;330,716001074783
20:47:17:698;4,41920809189412;331,419208091894
20:47:17:715;5,55077157531252;332,550771575313
20:47:17:899;5,55077157531252;332,550771575313
20:47:19:045;1,34086514306745;328,340865143067
20:47:19:054;0,191379518356996;327,191379518357
20:47:19:069;0,32654825545643;327,326548255456
20:47:19:085;0,520551067580016;327,52055106758
20:47:19:102;0,622464050268263;327,622464050268
20:47:19:119;0,385190202790795;327,385190202791
20:47:19:136;1,22224343689231;328,222243436892
20:47:19:152;0,934040754598868;327,934040754599
20:47:19:169;0,606915053184878;327,606915053185
20:47:19:186;0,937709066053344;327,937709066053
20:47:19:202;0,822064280662573;326,177935719337
20:47:19:219;1,05415875129285;328,054158751293
20:47:19:235;0,729029020087125;327,729029020087
20:47:19:252;1,59265298023888;328,592652980239
20:47:19:269;1,37372162238819;328,373721622388
20:47:19:285;1,40185805482605;328,401858054826
20:47:19:302;0,775472347113691;327,775472347114
20:47:19:319;0,63864169008184;327,638641690082
20:47:19:335;0,948280142662725;327,948280142663
20:47:19:365;0,0634901008148177;327,063490100815
20:47:19:381;1,02713352442527;328,027133524425
20:47:19:398;0,838138672947878;327,838138672948
20:47:19:415;1,14235823028184;328,142358230282
20:47:19:431;1,06911325570064;328,069113255701
20:47:19:448;1,04679824062748;328,046798240627
20:47:19:465;0,710716040901502;327,710716040902
20:47:19:481;0,798313988759617;327,79831398876
20:47:19:498;0,568473492222267;327,568473492222
20:47:19:515;0,56285354407521;327,562853544075
20:47:19:531;0,883395198277356;327,883395198277
20:47:19:548;1,12388826904191;328,123888269042
20:47:19:565;1,83483504385464;328,834835043855
20:47:19:598;2,826679719494;329,826679719494
20:47:19:615;1,90117007196596;328,901170071966
20:47:19:648;3,4718069013316;330,471806901332
20:47:19:664;3,13206317211916;330,132063172119
20:47:19:681;1,79827182259032;328,79827182259
20:47:19:715;4,51328205113754;331,513282051138
